"","zone","zmax","x","y","dead","mort_year","tmax","ppt","pptn","tmaxn","aws","elevation","slope","aspect","cover","vpdmax"
"139673",139673,15,298582.6,4102503,0,"Live",20.6787,743.3008,747.2855,19.31869,23.15,1251.337,19.49123,87.8979,0.6459,25.59901
"1245191",936158,31.2,328494.8,4096171,0,"Live",12.45381,905.5087,904.7143,9.972952,3.16,2668.921,5.625769,172.2896,0.7236669,13.5257
"753573",444539,36.28992,324801.9,4089942,0,"Live",15.09834,871.5558,853.6117,13.83,10.65,2044.376,23.39327,17.08052,0.5938,16.89864
"1238581",929548,25.7,328358,4094541,0,"Live",12.45381,905.5087,874.7095,10.68377,4.11,2669.356,27.11446,149.9286,0.381,13.5257
"608832",299798,18,322931.8,4104117,0,"Live",11.95444,896.195,894.6498,10.31245,9.18,2698.708,8.363782,157.1536,0.4321,12.97197
"427626",118592,19.78979,321331.6,4100201,0,"Live",13.61266,923.6433,921.5131,11.74829,8.04,2602.308,10.3235,104.8521,0.3044,14.89409
"1684139",1375106,36.8,319796.7,4101401,0,"Live",13.99849,922.5205,921.6675,11.6375,4.18,2556.972,18.14443,334.7806,0.7089,15.39049
"1195998",886965,19.7,327717.4,4101321,1,"2016",12.59548,881.2702,878.8586,12.73057,7.35,2209.695,14.08411,334.7469,0.2267,13.86417
"524110",215076,28.01001,322099.7,4095631,1,"2016",15.68133,933.1343,938.699,14.10654,9.01,2113.835,6.630975,275.3337,0.164,17.55774
"1453358",1144325,25.7,317061.3,4100802,0,"Live",13.99849,922.5205,921.6675,12.81438,4.18,2276.917,5.340731,297.2098,0.3774,15.39049
"1045828",736794,25.9,326570.1,4098706,0,"Live",15.33717,901.0924,901.6485,13.19408,7.41,2214.731,27.67915,241.3129,0.161,17.56576
"251276",251276,27,300619.7,4102821,1,"2016",20.6787,743.3008,747.2855,20.15092,19.41,1118.698,9.127161,138.0043,0.4557,25.59901
"1758827",1449794,14.4,320441.4,4096509,0,"Live",15.68133,933.1343,938.699,13.37211,9.01,2161.468,7.322978,58.16563,0.2795,17.55774
"422324",113290,34.16992,321401.6,4100827,0,"Live",13.61266,923.6433,921.5131,11.76575,NA,2496.736,24.08756,46.20492,0.6244,14.89409
"1782321",1473288,28.3,320339,4098236,0,"Live",15.68133,933.1343,938.699,13.45785,10.65,2181.59,5.771809,181.6067,0.5627,17.55774
"987364",678330,58.8,326602.6,4091368,1,"2016",15.09834,871.5558,874.3379,12.8035,8.04,2243.404,23.30055,113.0854,0.5483,16.89864
"1423117",1114084,10.4,317127.1,4096294,0,"Live",14.82655,937.8588,944.0081,13.14252,3.44,2128.584,5.137903,89.7531,0.2272,16.35406
"1754383",1445350,20.1,320217.6,4096858,1,"2016",15.68133,933.1343,938.699,13.5108,9.01,2146.894,4.617702,130.0611,0.3185,17.55774
"98835",98835,35,298298.3,4097579,1,"2016",22.06206,666.2054,NA,21.31021,19.41,915.0604,16.28984,314.0755,0.5944444,28.66058
"1062144",753110,31.7,326593.8,4103981,0,"Live",13.47466,861.9938,864.1821,13.30554,9.770001,2209.005,6.884091,107.746,0.485,15.1828
"761094",452060,32.0199,324892.1,4090997,1,"2016",15.09834,871.5558,874.3379,13.99639,10.65,2032.47,8.786658,277.1862,0.3908,16.89864
"1528497",1219464,18.3,318178.2,4096908,0,"Live",14.82655,937.8588,944.0081,13.33731,4.18,2116.93,14.46058,197.5146,0.3791,16.35406
"887564",578530,10.5,325185.9,4091725,1,"2016",15.09834,871.5558,874.3379,14.08432,10.65,2059.559,5.974062,254.5491,0.3213,16.89864
"631113",322079,29.02991,323141.9,4088688,1,"2016",17.78943,782.4005,800.6154,14.91405,23.15,1981.014,45.32069,294.6801,0.5952,20.02215
"1762960",1453927,18.7,320211.4,4096144,0,"Live",15.68133,933.1343,938.699,13.37211,9.01,2176.12,4.233648,55.4691,0.3289,17.55774
"299181",299181,16,301348.4,4101011,0,"Live",19.06112,792.6165,747.2855,20.55573,19.41,1081.835,36.2077,255.6776,0.8841,22.16811
"1364262",1055229,36.7,317704,4089941,0,"Live",15.15505,884.043,732.5934,14.07611,16.5,2289.917,21.19707,159.8426,0.9213,15.94104
"1455995",1146962,49.8,317940.1,4100507,1,"2016",13.99849,922.5205,921.6675,13.03849,4.18,2228.523,16.409,120.6148,0.6414,15.39049
"713607",404573,38.48022,323903,4100562,0,"Live",14.93835,865.7621,865.402,12.99783,9.01,2246.554,24.86255,150.6916,0.1039,17.25337
"1679086",1370053,25.1,319648.3,4100040,0,"Live",13.99849,922.5205,921.6675,12.347,1.96,2354.43,9.944657,269.8712,0.443,15.39049
"1477288",1168255,41.5,318264.2,4090762,1,"2016",15.15505,884.043,907.6024,13.35513,6.71,2199.191,18.32721,151.4311,0.4577,15.94104
"1675769",1366736,34,319317.9,4100443,0,"Live",13.99849,922.5205,921.6675,12.16437,4.18,2387.135,16.4875,215.6607,0.3667,15.39049
"719318",410284,26.71997,315981.1,4094983,0,"Live",15.9467,878.2209,886.5621,12.42152,4.18,2322.168,15.83993,227.1325,0.3376,17.60162
"222568",222568,29,300281.2,4099802,0,"Live",20.6787,743.3008,747.2855,20.28195,19.41,1118.889,18.27684,46.93443,0.899,25.59901
"359361",50327,25.21008,321642.4,4093845,1,"2016",17.00902,850.2277,858.5765,14.13968,8.04,1966.35,24.97917,142.1719,0.6797,19.28292
"321459",12425,21.30005,320937.1,4103346,0,"Live",13.61266,923.6433,921.5131,10.49413,4.11,2728.084,9.071164,273.9778,0.4307,14.89409
"1658661",1349628,21.4,319829.1,4098582,0,"Live",14.82655,937.8588,944.0081,13.01926,10.65,2190.277,8.511617,90.55762,0.5186,16.35406
"87113",87113,16,297567.4,4102105,0,"Live",20.6787,743.3008,777.9512,19.03667,23.15,1406.289,29.33629,233.1791,0.4897,25.59901
"54915",54915,14,297291.3,4098421,0,"Live",22.23396,660.4647,NA,21.23988,3.68,975.9686,26.68536,270.8608,0.8730591,29.20552
"1003696",694662,39.5,326462.3,4092337,1,"2016",15.09834,871.5558,874.3379,12.7326,6.95,2253.988,16.36427,298.1822,0.54,16.89864
"447946",138912,18.83008,321218.8,4103488,0,"Live",11.95444,896.195,921.5131,10.49413,9.18,2728.394,3.941206,184.5724,0.3626,12.97197
"1780699",1471666,14.3,320436.5,4098394,0,"Live",15.68133,933.1343,938.699,13.45785,10.65,2189.404,6.016139,224.7414,0.2889,17.55774
"1324323",1015290,31.6,314639.1,4091712,1,"2016",16.93004,819.6968,849.9575,15.29101,16.5,1847.254,24.21576,264.9846,0.7525,18.76024
"768127",459093,12.5,324603.2,4090183,1,"2016",15.09834,871.5558,874.3379,14.41826,10.65,2027.542,4.774867,86.7908,0.2886,16.89864
"169279",169279,7,299979.3,4099430,0,"Live",20.6787,743.3008,747.2855,20.28195,19.41,1207.055,14.98613,105.6177,0.4574,25.59901
"67376",67376,17,297831.1,4100688,0,"Live",20.6787,743.3008,777.9512,19.62311,23.15,1320.186,19.20484,82.30964,0.7144,25.59901
"1392654",1083621,29.7,317349.5,4092272,0,"Live",15.15505,884.043,907.6024,12.34305,11.48,2392.985,8.805761,165.0705,0.4838,15.94104
"47739",47739,31,296321.5,4104328,0,"Live",18.01753,817.1574,NA,NA,23.15,1506.43,12.48246,266.6177,0.6830257,20.82574
"266679",266679,27,300156.9,4103074,1,"2016",20.6787,743.3008,747.2855,20.2163,23.15,1141.315,10.95525,69.92245,0.579,25.59901
"1050822",741788,40,326359.4,4098111,0,"Live",15.33717,901.0924,901.6485,13.25028,7.41,2172.67,17.10295,306.2537,0.4046,17.56576
"1714029",1404996,11.3,320112.4,4090604,0,"Live",17.00902,850.2277,858.5765,15.01095,6.25,1917.414,27.78134,123.5085,0.2884,19.28292
"1770354",1461321,38.6,320470.4,4097519,0,"Live",15.68133,933.1343,938.699,13.5108,9.01,2166.905,4.074816,169.9184,0.3854,17.55774
"830121",521087,15.1,315872.9,4096362,1,"2016",15.9467,878.2209,886.5621,12.82249,4.18,2234,15.32606,52.26571,0.2247,17.60162
"591216",282182,21.90015,322047.9,4102021,0,"Live",13.61266,923.6433,921.5131,11.61288,8.16,2548.829,15.60481,312.6339,0.5303,14.89409
"459243",150209,13.94995,321216.9,4104190,0,"Live",11.95444,896.195,894.6498,10.07651,8.16,2772.291,4.329887,220.376,0.4046,12.97197
"1605204",1296171,60.7,319807.1,4091231,0,"Live",15.15505,884.043,907.6024,14.45186,1.96,2004.185,23.60492,27.61417,0.6306,15.94104
"906905",597871,48.1,325860.7,4093704,1,"2016",15.09834,871.5558,874.3379,13.00432,8.04,2305.826,18.5903,170.2699,0.5346,16.89864
"200763",200763,10,299287,4102158,0,"Live",20.6787,743.3008,747.2855,20.32804,19.63,1174.559,16.95842,216.6368,0.4947,25.59901
"421167",112133,25.62988,321442.7,4100936,0,"Live",13.61266,923.6433,921.5131,11.76575,NA,2455.708,13.23417,65.143,0.5061,14.89409
"1549473",1240440,26.5,318052.4,4098157,0,"Live",14.82655,937.8588,944.0081,13.20678,4.18,2180.314,12.78333,240.145,0.2149,16.35406
"913262",604228,40.3,325971.3,4093059,1,"2016",15.09834,871.5558,874.3379,13.00432,8.04,2237.065,13.62114,91.26052,0.5166,16.89864
"625714",316680,51.95007,323469.1,4087967,1,"2016",17.78943,782.4005,800.6154,14.88565,6.25,1965.787,23.90208,330.6231,0.6758,20.02215
"447522",138488,30.58984,321113.4,4103526,0,"Live",11.95444,896.195,921.5131,10.49413,8.16,2723.737,8.669719,328.8965,0.3985,12.97197
"691020",381986,48.0199,323526.7,4097737,0,"Live",15.68133,933.1343,938.699,13.92397,1.96,2014.579,8.682301,117.3673,0.5308,17.55774
"1360671",1051638,17.6,316882.3,4100492,1,"2016",13.99849,922.5205,921.6675,12.81438,4.18,2237.815,17.13627,252.6053,0.5671,15.39049
"1234971",925938,14,328189.5,4093613,0,"Live",13.27461,872.2523,874.7095,11.43243,4.11,2448.815,14.76455,210.0347,0.4751,14.26277
"991942",682908,46.8,315839.8,4099840,0,"Live",14.76753,903.1405,910.4247,13.3734,6.69,2158.551,21.4602,268.9652,0.2082,16.1867
"462415",153381,25.96997,321447.4,4105782,0,"Live",11.95444,896.195,894.6498,9.582089,3.16,2888.621,12.99346,145.3474,0.3864,12.97197
"1128628",819595,45.4,327243,4093899,1,"2016",15.09834,871.5558,874.3379,11.36134,8.04,2417.069,20.19912,235.4392,0.6193,16.89864
"408143",99109,31.84009,321257.6,4098522,0,"Live",15.68133,933.1343,938.699,12.86,10.65,2234.343,3.940209,216.1346,0.3879,17.55774
"1510229",1201196,46.7,318917,4093085,1,"2016",15.15505,884.043,907.6024,12.80181,4.18,2232.193,17.4488,266.3335,0.5824,15.94104
"1366199",1057166,12.6,317300.1,4090922,0,"Live",15.15505,884.043,907.6024,13.50257,3.44,2277.087,13.34308,232.4351,0.3635,15.94104
"482553",173519,40.37,322673.4,4089771,1,"2016",17.00902,850.2277,800.6154,16.03887,8.04,1689.19,41.55678,262.5739,0.8647,19.28292
"891430",582396,44,325867.5,4091340,0,"Live",15.09834,871.5558,874.3379,13.32166,8.04,2151.549,14.16333,299.677,0.6231,16.89864
"60402",60402,33,297403,4099550,0,"Live",20.6787,743.3008,777.9512,19.77651,19.41,1228.173,23.43533,74.70546,0.8557,25.59901
"688302",379268,32.09998,323337.7,4096249,0,"Live",15.68133,933.1343,938.699,15.19604,1.96,1895.507,22.14867,188.2761,0.334,17.55774
"170870",170870,6,299351.4,4099266,0,"Live",20.6787,743.3008,747.2855,20.30504,19.41,1188.612,14.71744,215.562,0.5475,25.59901
"1610267",1301234,43.8,319622.8,4092655,0,"Live",15.15505,884.043,907.6024,14.01778,6.25,2070.052,13.6936,158.585,0.3605,15.94104
"76452",76452,18,297529.5,4101694,0,"Live",20.6787,743.3008,777.9512,19.03667,23.15,1316.37,22.8221,44.93005,0.6847054,25.59901
"190286",190286,29,299892.7,4101259,0,"Live",20.6787,743.3008,747.2855,20.55378,23.15,1073.153,24.83029,273.7227,0.7602,25.59901
"672561",363527,28.01001,323433.9,4092253,0,"Live",17.00902,850.2277,858.5765,15.25594,1.96,1913.88,14.35344,29.03941,0.4253,19.28292
"1715238",1406205,14.8,320577.1,4090279,0,"Live",17.00902,850.2277,858.5765,15.83672,3.56,1698.884,31.49536,179.5535,0.1439,19.28292
"1283115",974082,28,316173.2,4092425,0,"Live",15.15505,884.043,849.9575,13.17649,6.69,2315.018,7.966876,273.2625,0.3499,15.94104
"1114082",805049,24.2,327922.3,4091321,1,"2016",13.27461,872.2523,874.7095,12.17448,8.04,2293.456,19.0165,265.1263,0.5431,14.26277
"218290",218290,6,300255.3,4098240,0,"Live",22.06206,666.2054,NA,20.43437,19.41,1218.847,13.60208,95.285,0.4263,28.66058
"1517035",1208002,22.3,318404,4094285,0,"Live",14.82655,937.8588,907.6024,12.0214,6.69,2416.136,16.18333,216.5075,0.2487,16.35406
"181332",181332,7,299344.4,4100238,0,"Live",20.6787,743.3008,747.2855,20.22087,19.41,1156.918,20.70267,210.3158,0.6923,25.59901
"551461",242427,31.20996,322551.9,4098243,0,"Live",15.68133,933.1343,938.699,13.57032,8.04,2243.665,23.08879,171.4049,0.5022,17.55774
"860735",551701,19.4,325875.2,4089819,0,"Live",15.09834,871.5558,853.6117,12.62309,8.04,2221.873,27.6267,133.9014,0.1589,16.89864
